plaza_code,Tollname,Latitude,Longitude,Car Rate Single,Lcvrate Single,Busrate Single,Threeaxle Single,Fouraxle Single,HCM EME Single,Oversized Single
257001,Gundmi ( Sasthan ),13.47641002,74.71320905,60.0,95.0,200.0,315.0,315.0,315.0,385.0
370018,Satbhaiya,26.68730455,88.23052424,65.0,105.0,215.0,235.0,335.0,335.0,410.0
380012,Saukala,24.59972753,84.70284702,85.0,135.0,280.0,305.0,440.0,440.0,535.0
51001,Sawaleshwar,17.76468115,75.75592401,75.0,120.0,250.0,395.0,395.0,395.0,480.0
320079,Sayed Mazera,30.00378062,77.71100494,35.0,55.0,120.0,130.0,190.0,190.0,230.0
536043,Seetharampuram,16.42323729,81.63846249,40.0,65.0,135.0,145.0,210.0,210.0,255.0
345061,Sehatganj,23.25773062,77.63814518,50.0,85.0,175.0,195.0,280.0,280.0,340.0
340032,Selu Ambu,18.67603921,76.39203569,45.0,75.0,155.0,170.0,245.0,245.0,295.0
340038,Selu Toll Plaza,21.19304876,78.89636252,45.0,75.0,155.0,170.0,245.0,245.0,295.0
536091,Pagariya (Semalkhedi )Toll Plaza,23.87387532,76.10699359,60.0,100.0,210.0,225.0,325.0,325.0,395.0
320114,Semraraja,27.06652263,83.61059907,30.0,45.0,100.0,105.0,155.0,155.0,190.0
190001,Semri,25.636776,78.875045,125.0,200.0,425.0,460.0,665.0,665.0,805.0
138001,Sendurwafa,21.088244,80.034186,105.0,180.0,360.0,580.0,580.0,580.0,580.0
19001,Sengurichi,11.70643191,79.32248954,65.0,115.0,230.0,375.0,375.0,375.0,375.0
330125,Seora,27.52569771,72.27456619,65.0,110.0,230.0,250.0,360.0,360.0,435.0
375012,Sergarh,21.43003406,86.83681051,60.0,95.0,200.0,220.0,315.0,315.0,385.0
345057,Shahdol (Dhuwar ),23.28173447,81.42935259,50.0,80.0,165.0,185.0,260.0,260.0,320.0
320083,Shahabpur,26.94929131,81.25646117,40.0,65.0,135.0,145.0,210.0,210.0,255.0
16002,Shahapur,15.357898,76.312781,65.0,100.0,215.0,335.0,335.0,335.0,410.0
9001,Shahjahanpur,27.99980204,76.43064689,170.0,300.0,600.0,960.0,960.0,960.0,960.0
380031,Shahpur,25.41037441,86.21124819,85.0,140.0,295.0,320.0,465.0,465.0,565.0
345081,Shahpura,23.15053383,79.72210802,85.0,140.0,295.0,320.0,460.0,460.0,560.0
120001,Shanthigrama,12.98268655,76.22899437,45.0,75.0,160.0,250.0,250.0,305.0,305.0
340053,Shembal Toll Plaza,20.173582,79.007495,35.0,55.0,120.0,130.0,190.0,190.0,230.0
360054,Shenbagampettai,10.1587443,78.65114625,80.0,130.0,270.0,295.0,425.0,425.0,520.0
320078,Sherpur Chamaraha,26.82185706,83.29387378,50.0,85.0,175.0,190.0,270.0,270.0,330.0
356110,Sheshagirihalli Toll Plaza,12.84035,77.41846,170.0,275.0,580.0,635.0,910.0,910.0,1110.0
210002,Gopgram (Shibpur),24.1506261,88.18639715,115.0,175.0,360.0,555.0,555.0,555.0,705.0
139001,Shirpur,21.319733,74.889272,130.0,205.0,415.0,635.0,635.0,635.0,810.0
356008,Shirur,13.93353253,74.59648784,100.0,160.0,340.0,370.0,530.0,530.0,650.0
320116,Shrishikalan,25.43450912,80.1279179,35.0,60.0,125.0,135.0,195.0,195.0,240.0
330058,Sidhpura Toll Plaza,24.09401005,74.75244712,35.0,60.0,125.0,135.0,195.0,195.0,235.0
164001,Sikandra,26.94450399,76.55759398,80.0,135.0,270.0,440.0,440.0,275.0,440.0
330079,Simliya Toll Plaza,25.17000644,76.13060382,90.0,145.0,300.0,325.0,470.0,470.0,570.0
350035,Singarajupally,17.58961572,79.27694511,35.0,60.0,125.0,135.0,195.0,195.0,235.0
546016,Sirmandi,26.78697745,72.81957665,45.0,70.0,150.0,165.0,235.0,235.0,285.0
330109,Sitarampura,26.7473,75.7686,60.0,100.0,205.0,225.0,320.0,320.0,390.0
216001,Siwaya,29.095601,77.710995,110.0,195.0,390.0,630.0,630.0,630.0,630.0
330004,Shobhasar,27.78612385,74.7473738,35.0,55.0,120.0,130.0,190.0,190.0,230.0
208001,Sonapetya,22.335479,87.869477,110.0,175.0,370.0,405.0,580.0,580.0,705.0
139002,Songir,21.05106508,74.78498792,85.0,130.0,265.0,410.0,410.0,410.0,520.0
345071,Sonkacch,23.35960775,77.22115038,95.0,150.0,315.0,345.0,495.0,495.0,605.0
345050,Sonvarsaa,24.39565477,81.80324356,65.0,100.0,210.0,230.0,335.0,335.0,405.0
31002,Sonwa (Sonva),26.10982694,75.74487445,105.0,165.0,350.0,545.0,545.0,545.0,665.0
245001,Sonvay (Indore - Khalghat),22.61225956,75.77650862,30.0,60.0,125.0,200.0,200.0,200.0,200.0
199004,Soraon,25.58945495,81.84105749,125.0,190.0,390.0,430.0,430.0,600.0,765.0
392012,Sosokhurd,23.54882319,85.75693891,50.0,80.0,170.0,185.0,265.0,265.0,320.0
62001,Srinagar,28.00439216,77.33199032,105.0,165.0,350.0,550.0,550.0,550.0,670.0
360031,Nemili (Sriperumbudur),12.982155,79.968944,50.0,85.0,175.0,190.0,270.0,270.0,330.0
375013,Srirampur,20.678864,86.165581,115.0,185.0,385.0,420.0,605.0,605.0,735.0
536067,Subgavhan Kh,20.86289778,74.97131199,110.0,180.0,375.0,410.0,590.0,590.0,715.0
375025,Sukhuapada,22.0741482,86.64363206,60.0,100.0,210.0,230.0,330.0,330.0,405.0
370019,Sulkhapara,26.87396049,88.91508211,65.0,105.0,225.0,245.0,350.0,350.0,425.0
48001,Sullurpet,13.744936,79.990993,75.0,130.0,255.0,550.0,550.0,550.0,550.0
96001,Surajbari,23.23373276,70.68957322,95.0,150.0,315.0,345.0,495.0,495.0,600.0
360028,Surapattu (Chennai Bypass II),13.13669473,80.18176018,75.0,120.0,245.0,270.0,385.0,385.0,470.0
370022,Surjapur,25.93353318,87.84333512,100.0,165.0,345.0,380.0,545.0,545.0,660.0
350042,Taddanpally Toll Plaza,17.69657772,78.09539764,125.0,205.0,425.0,465.0,670.0,670.0,815.0
257003,Talapady,12.75961855,74.87421092,55.0,80.0,165.0,255.0,255.0,255.0,325.0
345091,Talen (Mirzapur),23.585443,76.737047,30.0,45.0,95.0,100.0,145.0,145.0,180.0
340010,Talmod,17.82619935,76.74017055,65.0,105.0,220.0,240.0,345.0,345.0,415.0
340002,Tamalwadi,17.85205553,75.96564513,75.0,120.0,250.0,275.0,395.0,395.0,480.0
330070,Tamdoli,26.87011576,74.29320803,65.0,105.0,215.0,235.0,340.0,340.0,415.0
312071,Tamsabad,29.39066989,77.13562488,75.0,120.0,250.0,270.0,390.0,390.0,475.0
392010,Tand Balidih,23.66834372,86.04530479,40.0,65.0,135.0,150.0,215.0,215.0,260.0
73002,Tangatur,15.358166,80.040105,100.0,165.0,345.0,535.0,535.0,535.0,655.0
330112,Tankla,27.0133229,73.5005487,50.0,80.0,170.0,185.0,270.0,270.0,330.0
536052,Taran Toll Plaza,22.74150333,70.48854846,70.0,115.0,245.0,265.0,385.0,385.0,465.0
545104,Tarpongi,21.48303596,81.69090934,95.0,150.0,320.0,350.0,500.0,500.0,610.0
356011,Tarihal Road Interchange,15.35929544,75.05147788,75.0,210.0,345.0,345.0,345.0,345.0,345.0
340052,Taroda Kasba Toll Plaza,20.66587521,76.72005566,125.0,205.0,430.0,470.0,675.0,675.0,820.0
320131,Tarwa Dewa,27.19587,79.36699,110.0,180.0,380.0,415.0,595.0,595.0,720.0
44001,Tasawade,17.365756,74.122928,75.0,120.0,250.0,270.0,390.0,390.0,475.0
47001,Tatiyawas,27.089775,75.7415,75.0,120.0,250.0,395.0,395.0,395.0,480.0
184001,Tendua (Gorakhpur Bypass),26.72384741,83.2743271,100.0,160.0,335.0,365.0,530.0,530.0,645.0
92001,Thakurtola (End of Durg Bypass),21.11789992,81.12238424,115.0,205.0,410.0,660.0,660.0,660.0,660.0
312030,Thana,29.91011295,76.50666378,85.0,140.0,290.0,315.0,455.0,455.0,555.0
352061,Thenepalli,13.37560696,79.07836163,35.0,55.0,110.0,120.0,175.0,175.0,215.0
360067,Thennamadevi Toll plaza,11.98927468,79.4750928,35.0,55.0,120.0,130.0,185.0,185.0,225.0
8001,Thikariya (Jaipur),26.843328,75.615578,85.0,140.0,295.0,320.0,460.0,460.0,560.0
356103,Thimmalapura,15.05735232,76.35691202,90.0,145.0,305.0,330.0,480.0,480.0,580.0
50002,Thiriyakhetal,28.480289,79.283886,160.0,245.0,490.0,745.0,745.0,745.0,970.0
330122,Thirpali Badi,28.39955638,75.54886001,40.0,65.0,135.0,150.0,215.0,215.0,260.0
19002,Thirumandurai,11.39684134,78.99363068,65.0,115.0,230.0,375.0,375.0,375.0,375.0
59001,Thirupparaithurai,10.88590046,78.55723338,30.0,55.0,115.0,180.0,180.0,180.0,180.0
360068,Thirupathisaram Toll plaza,8.20623903,77.46042301,40.0,70.0,145.0,155.0,225.0,225.0,275.0
367006,Thiruvallam,8.432799,76.959632,155.0,245.0,520.0,565.0,810.0,810.0,990.0
536102,Thiruvangad Toll Plaza,11.771619,75.493803,75.0,120.0,250.0,270.0,390.0,390.0,475.0
536087,Thuvakudi,10.73913321,78.82494839,35.0,60.0,120.0,135.0,190.0,190.0,235.0
356030,Tidagundi,17.00835,75.75887,110.0,180.0,375.0,410.0,585.0,585.0,715.0
330060,Tidiyasar,28.057867,74.747246,65.0,105.0,215.0,235.0,340.0,340.0,415.0
360047,Thiruppachethi,9.780766,78.335269,90.0,145.0,310.0,335.0,485.0,485.0,590.0
127003,Titarpani,23.217097,79.043014,125.0,200.0,415.0,200.0,650.0,650.0,795.0
330105,Titoli,26.77055232,76.33942259,80.0,130.0,275.0,300.0,430.0,430.0,525.0
380030,Toda,25.24255336,85.78642729,50.0,85.0,175.0,190.0,275.0,275.0,335.0
180001,Tundla,27.21827867,78.27244362,105.0,175.0,365.0,395.0,570.0,570.0,695.0
546009,Uchharangdesar,28.44756384,73.79749661,70.0,115.0,240.0,260.0,375.0,375.0,460.0
330062,Udairamsar,28.02338311,73.41349239,20.0,35.0,75.0,80.0,120.0,120.0,145.0
345060,Ujara,25.0855796,79.7084972,40.0,65.0,135.0,145.0,210.0,210.0,255.0
318011,Ujroo,33.56771667,75.18590814,155.0,255.0,530.0,580.0,830.0,830.0,1015.0
320097,Umapur,25.27187846,81.74300681,50.0,80.0,165.0,180.0,260.0,260.0,315.0
536100,Undewadi (Supe) Toll Palza,18.27100765,74.52555148,70.0,110.0,235.0,255.0,365.0,365.0,445.0
340040,Undri Toll Plaza,20.43976691,76.45918166,50.0,80.0,165.0,180.0,260.0,260.0,315.0
330077,Undavariya/ Sirohi,24.63358781,72.90710956,50.0,75.0,160.0,175.0,255.0,255.0,310.0
239300,Unguturu,16.82377356,81.43076779,110.0,180.0,380.0,415.0,595.0,595.0,725.0
314018,Usma,31.37014196,74.9548438,160.0,260.0,540.0,590.0,845.0,845.0,1030.0
220004,Uthamam,25.033571,72.94353,145.0,225.0,470.0,515.0,730.0,730.0,910.0
352057,Vaddupalli,14.67034293,77.44993416,55.0,90.0,185.0,200.0,290.0,290.0,355.0
2009,Vadodara,22.413798,73.149308,135.0,220.0,465.0,505.0,725.0,725.0,885.0
360036,Vagaikulam ( Pudukottai ),8.73651934,78.02392662,75.0,125.0,260.0,285.0,410.0,410.0,500.0
97001,Vaghasia,22.64967676,70.95459684,115.0,185.0,390.0,425.0,610.0,610.0,740.0
340049,Vaidyakinhi Toll Plaza,18.78963111,75.57821452,30.0,50.0,100.0,110.0,155.0,155.0,190.0
43001,Vaigundam,11.513282,77.923946,75.0,130.0,260.0,420.0,420.0,420.0,420.0
560013,Valavanthankottai,9.82483807,78.08977953,80.0,140.0,280.0,455.0,455.0,455.0,455.0
340036,Valsang Toll Plaza,17.58973907,76.07449377,65.0,105.0,220.0,240.0,345.0,345.0,420.0
176001,Vallam Toll plaza,10.744371,78.834044,35.0,55.0,120.0,130.0,190.0,190.0,230.0
360034,Vanagaram (Chennai Bypass),13.04356263,80.14962894,55.0,85.0,180.0,195.0,280.0,280.0,340.0
16001,Vanagari,15.819341,76.174865,65.0,100.0,215.0,335.0,335.0,335.0,410.0
98001,Vanana,21.66495191,69.7096302,80.0,130.0,270.0,295.0,425.0,425.0,520.0
167001,Vaniyambadi,12.64856083,78.58334023,105.0,175.0,360.0,570.0,570.0,570.0,690.0
336007,Vantada,23.61611563,73.25433738,35.0,60.0,120.0,135.0,190.0,190.0,235.0
336011,Varahi,23.79122896,71.42762933,65.0,105.0,215.0,235.0,335.0,335.0,410.0
51002,Varwade,17.95754645,75.33107931,75.0,120.0,250.0,395.0,395.0,395.0,480.0
2012,Vasad,22.453302,73.070523,155.0,240.0,490.0,535.0,745.0,745.0,950.0
336017,Vavadikhurd,22.79236878,73.5333143,140.0,215.0,440.0,670.0,670.0,670.0,865.0
58003,Veeracholapuram (West),11.73640427,79.00960151,65.0,115.0,225.0,365.0,365.0,365.0,365.0
352056,Veeravalli,16.98523161,81.47611369,160.0,255.0,535.0,585.0,840.0,840.0,1025.0
536104,Velampatti,10.99352012,77.41813176,45.0,70.0,145.0,160.0,230.0,230.0,280.0
170001,Velanchettiyur,10.69906708,77.93285757,110.0,190.0,380.0,610.0,610.0,610.0,610.0
69001,Vempadu,17.39786613,82.67587398,140.0,225.0,470.0,510.0,735.0,735.0,895.0
360061,Vennathur,9.54261048,78.8634593,35.0,60.0,120.0,130.0,190.0,190.0,230.0
320068,Vighakhet,24.789578,78.448855,90.0,140.0,300.0,325.0,465.0,465.0,570.0
42001,Vijaymangalmam,11.245714,77.519702,70.0,120.0,235.0,380.0,380.0,380.0,380.0
18001,Vikravandi(Villupuram),12.024441,79.538059,105.0,180.0,360.0,580.0,580.0,580.0,580.0
345079,Vishankheda,23.022194,77.570611,40.0,65.0,135.0,145.0,210.0,210.0,255.0
340055,Wadgaon ( Umred ),20.449118,78.370512,45.0,75.0,155.0,170.0,240.0,240.0,295.0
30002,Waryam Nangal,31.73265585,75.0424633,115.0,180.0,365.0,560.0,560.0,560.0,715.0
340003,Yedeshi,18.30762756,75.98931382,75.0,120.0,250.0,275.0,395.0,395.0,480.0
356024,Yeddore,12.24365048,76.88325212,45.0,70.0,150.0,165.0,235.0,235.0,285.0
350036,Yerkaram,17.24732462,79.5803397,45.0,70.0,145.0,160.0,225.0,225.0,275.0
352043,Yerradoddi,14.16930519,78.13483938,65.0,105.0,220.0,240.0,350.0,350.0,425.0
314019,Zidda,30.38509859,74.98302336,125.0,200.0,415.0,455.0,650.0,650.0,795.0
350047,Baloh Fee Plaza,31.42039336,76.79828377,65.0,105.0,225.0,245.0,350.0,350.0,425.0
536174,Chhegaon Makhan,21.78448463,76.23995004,100.0,160.0,340.0,370.0,530.0,530.0,645.0
570074,Secondary Toll (Gosthani Gate /Sheela Nagar),17.71514119,83.26735598,47.0,82.0,164.0,267.0,267.0,267.0,328.0
570060,Daboka (Mikirati Hawgaon),26.1309268,92.83892649,95.0,155.0,325.0,355.0,510.0,510.0,625.0
570063,Kalia Bhomora Bridge (MoRTH),26.56758093,92.86928206,26.0,39.0,78.0,86.0,86.0,116.0,156.0
570076,Telipara,26.44407069,89.94273326,50.0,75.0,160.0,175.0,255.0,255.0,310.0
570058,Badarpur Elevated,28.47472128,77.30541666,35.0,52.0,104.0,104.0,104.0,104.0,104.0
570073,Plaza 2,28.49002826,77.30451186,35.0,52.0,104.0,104.0,104.0,104.0,104.0
570071,Nivedita Setu,22.65410614,88.32505457,65.0,125.0,125.0,175.0,300.0,300.0,350.0
570072,Plaza 1,28.48989792,77.30387778,35.0,52.0,104.0,104.0,104.0,104.0,104.0
570069,Laxmannath,21.83859378,87.24663733,80.0,125.0,265.0,290.0,415.0,415.0,505.0
570064,Kaniyur,11.09506368,77.15147588,120.0,185.0,375.0,570.0,570.0,570.0,740.0
570059,Bharthan Karjan,22.0147857,73.11546232,105.0,180.0,360.0,580.0,580.0,535.0,535.0
570062,Hesmi (Mandar),23.47147302,85.06142359,75.0,120.0,255.0,280.0,400.0,400.0,485.0
570061,Doddakarenahalli (Neelmangala ),13.06819929,77.36061591,50.0,90.0,185.0,295.0,295.0,295.0,295.0
570068,Kundannur (MoRTH),9.93931656,76.27140118,180.0,280.0,580.0,895.0,895.0,895.0,1125.0
570065,Kardha Toll Plaza ( Bhnadara ),21.1395424,79.67226488,25.0,64.0,125.0,200.0,200.0,200.0,200.0
570066,Kawdipath (MoRTH),18.49326436,73.99310291,25.0,25.0,60.0,60.0,88.0,89.8,97.2
570067,Kharpada (MoRTH),18.84500234,73.09461768,10.0,30.0,30.0,50.0,87.0,88.8,99.2
570075,SixML,29.81057245,73.87545007,80.0,130.0,270.0,295.0,420.0,420.0,515.0
345049,Allonia,22.26975787,79.54509047,60.0,95.0,195.0,215.0,305.0,305.0,375.0
352021,Chilakapalem,18.2664145,83.7969608,75.0,120.0,245.0,270.0,385.0,385.0,470.0
340033,Fekri (MoRTH),21.04001025,75.82921759,10.0,10.0,35.0,45.0,87.0,88.8,99.2
345013,Ashoka DSC Katni bypass (MoRTH),23.76862376,80.33485353,20.0,60.0,215.0,215.0,215.0,300.0,315.0
367005,Kollam,8.921575,76.575862,30.0,45.0,95.0,105.0,150.0,150.0,180.0
234001,Palempalli,14.51346,78.791105,35.0,55.0,110.0,175.0,175.0,175.0,210.0
375014,Panikholi,20.89801866,86.21633883,115.0,185.0,385.0,420.0,605.0,605.0,735.0
318008,Thandikhui,32.61144013,74.93869432,85.0,135.0,280.0,305.0,440.0,440.0,535.0
340008,Kardha (MoRTH),21.1395141,79.67531122,21.0,21.0,106.0,169.0,158.0,163.0,172.0
536094,Dabwali Toll Plaza,29.9402019,74.7512062,72.0,115.0,241.0,262.0,375.0,375.0,458.0
536283,Khejarla Toll Plaza,26.44405961,73.79159113,94.0,165.0,287.0,334.0,441.0,461.0,538.0
545096,11 Miles Toll Plaza,23.14763074,77.49414571,90.0,145.0,302.0,330.0,475.0,475.0,579.0
330113,6 Ml Toll Plaza,29.51995963,74.33596651,55.0,88.0,184.0,200.0,286.0,286.0,349.0
536178,Aadsar Toll Plaza,28.24604893,74.17510725,58.0,93.0,195.0,211.0,305.0,305.0,372.0
536097,Abubshehar Toll Plaza,29.82470737,74.57539728,57.0,91.0,191.0,207.0,297.0,297.0,362.0
536140,Achhad Border Check Post,20.07486485,72.91366959,99.0,137.0,278.0,431.0,447.0,447.0,458.0
536020,Adalaj Toll Plaza,23.18649,72.5602,71.0,115.5,238.0,296.0,361.0,362.8,446.8
392022,Adityapur Toll Bridge,22.79978738,86.1433709,82.0,133.0,276.0,301.0,433.0,433.0,526.0
536305,Aetrampura Toll Plaza,27.08608322,77.06600362,49.0,82.0,168.0,242.0,270.0,237.0,289.0
520006,Agra Toll Plaza,27.30351412,78.00421074,76.0,125.0,262.0,348.0,409.0,409.0,507.0
2006,Ahmedabad (Ring Road) Toll Plaza,22.970089,72.66213528,95.0,151.5,312.0,376.0,472.0,473.8,589.8
2010,Ahmedabad Ring Road 2,22.9726325,72.65975552,95.0,151.5,312.0,376.0,472.0,473.8,589.8
2005,Ahmedabad Toll Plaza,22.975793,72.650335,95.0,151.5,312.0,376.0,472.0,473.8,589.8
556021,Ainoli Toll Plaza,17.503027,77.431011,97.0,157.0,328.0,358.0,515.0,515.0,626.0
540011,Airoli,19.15354266,72.96573723,127.6,152.0,299.0,481.0,531.0,531.0,544.0
546033,Airport - SewriSection,18.97020064,73.00794737,109.6,97.2,189.0,321.8,531.0,531.0,544.0
536157,Akkalkuva Check Post,21.52317061,74.41135816,120.0,200.0,404.0,601.0,637.0,637.0,719.0
311001,Akshardham Plaza DME Km2500,28.612334,77.281911,33.0,50.2,101.4,104.4,115.4,115.4,123.4
320013,ALEP Main Plaza21,27.053626,78.277169,68.0,110.0,231.0,262.0,361.0,361.0,440.0
320025,ALEP Main Plaza290,26.845635,80.710711,85.0,138.0,287.0,331.0,451.0,451.0,555.0
520004,ALEP Ramp Plaza 101,27.00362161,78.97738807,90.0,145.0,305.0,343.0,479.0,479.0,583.0
320018,ALEP Ramp Plaza 108,26.94995034,79.07587377,90.0,145.0,305.0,343.0,479.0,479.0,583.0
320019,ALEP Ramp Plaza 116,26.91523438,79.15594766,90.0,145.0,305.0,343.0,479.0,479.0,583.0
520030,ALEP Ramp Plaza 133,26.909319,79.331535,97.0,156.0,330.0,369.0,517.0,517.0,629.0
